timestamp,event,mode,ticker,side,entry_price,qty,time_left,btc_price,strike,raw_yes_bid,raw_no_bid,ask_yes,ask_no,spread,yes_liq,no_liq,obi,bankroll,rolling_24h_loss,ml_direction,ml_confidence,ml_proba_up,ml_tau,ml_birth_ts,signal_age_min,ob_stale,ob_last_delta_age,ws_connected,filter_reason,order_id,client_order_id,order_status,kalshi_fill_qty,kalshi_fill_price,kalshi_fill_cost,kalshi_fees,stop_trail,stop_best_bid,stop_active,settlement_source,btc_price_at_settlement,gross_proceeds,gross_cost,net_fees,pnl_this_trade,reconcile_estimated_pnl,reconcile_actual_pnl,reconcile_delta,msg
2026-04-29 19:18:46.624293,BALANCE_SYNC,LIVE,,,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,4.99,0,,0.0,0.0,0.0,0,0.0,1,9999.0,0,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalshi confirmed balance: $4.99
2026-04-29 19:18:47.764243,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,11.2,0.0,75507.84,47,42,58,53,11,800.0,15.0,0.963,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:18:57.857591,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,11.04,75525.65,75507.84,57,41,59,43,2,3769.85,4499.889999999999,-0.088,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.1,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:19:07.872017,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,10.87,75539.2,75507.84,60,38,62,40,2,3821.23,3743.05,0.01,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.2,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:19:17.937208,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,10.7,75536.02,75507.84,60,39,61,40,1,3919.1400000000003,4471.099999999999,-0.066,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.5,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:19:27.950248,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,10.53,75529.64,75507.84,59,40,60,41,1,3957.7599999999998,3742.14,0.028,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:19:37.961048,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,10.37,75505.32,75507.84,60,49,51,40,-9,1429.4199999999996,4157.570000000001,-0.488,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:19:47.972288,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,10.2,75502.27,75507.84,50,49,51,50,1,3757.9600000000005,3996.4800000000005,-0.031,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:19:57.982079,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,10.03,75502.27,75507.84,50,51,49,50,-1,3860.4500000000007,3656.2200000000003,0.027,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:20:07.997935,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,9.87,75507.38,75507.84,51,47,53,49,2,3826.2599999999993,4265.030000000001,-0.054,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:20:18.009058,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,9.7,75488.17,75507.84,45,54,46,55,1,3271.76,5046.77,-0.213,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:20:28.021716,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,9.53,75493.9,75507.84,46,54,46,54,0,3745.78,3526.7799999999997,0.03,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:20:38.032132,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,9.37,75493.46,75507.84,45,55,45,55,0,3808.36,4196.82,-0.049,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.1,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:20:48.046327,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,9.2,75491.36,75507.84,45,55,45,55,0,4470.03,4760.49,-0.031,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.1,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:20:58.057262,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,9.03,75481.99,75507.84,45,58,42,55,-3,4690.650000000001,5201.33,-0.052,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.2,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:21:08.067433,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,8.87,75477.57,75507.84,45,61,39,55,-6,4519.680000000001,3138.9300000000003,0.18,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.2,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:21:18.083960,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,8.7,75478.86,75507.84,39,60,40,61,1,4281.43,4994.32,-0.077,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:21:28.096796,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,8.53,75472.21,75507.84,38,61,39,62,1,3403.9799999999996,4295.6,-0.116,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:21:38.106642,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,8.36,75461.89,75507.84,37,68,32,63,-5,2994.35,1643.0000000000014,0.291,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:21:48.117184,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,8.2,75465.93,75507.84,36,63,37,64,1,3778.21,3980.82,-0.026,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.1,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:21:58.224924,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,8.03,75465.93,75507.84,36,64,36,64,0,3757.6800000000003,4333.639999999999,-0.071,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:22:08.379594,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,7.86,75506.45,75507.84,53,64,36,47,-17,3633.060000000001,800.0000000000005,0.639,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.3,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:22:18.405544,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,7.69,75507.36,75507.84,52,47,53,48,1,3505.84,3709.5800000000004,-0.028,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:22:28.423853,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,7.53,75502.96,75507.84,52,54,46,48,-6,3367.73,7.815970093361102e-13,1.0,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:22:38.436671,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,7.36,75495.17,75507.84,52,54,46,48,-6,1327.6300000000006,3371.01,-0.435,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.1,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:22:48.456363,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,7.19,75494.54,75507.84,46,53,47,54,1,3882.1000000000004,4087.3,-0.026,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:22:58.467947,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,7.03,75494.54,75507.84,48,52,48,52,0,4212.56,4077.9100000000008,0.016,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.1,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:23:08.611812,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,6.86,75478.58,75507.84,48,60,40,52,-8,26.770000000000216,4225.56,-0.987,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.2,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:23:18.815583,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,6.69,75465.95,75507.84,32,67,33,68,1,4026.93,3116.85,0.127,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:23:28.829897,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,6.52,75451.17,75507.84,29,71,29,71,0,3434.8499999999995,4678.38,-0.153,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:23:38.842945,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,6.35,75440.2,75507.84,30,77,23,70,-7,3199.0399999999995,3771.36,-0.082,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:23:47.035701,BALANCE_SYNC,LIVE,,,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,4.99,0,,0.0,0.0,0.0,0,0.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalshi confirmed balance: $4.99
2026-04-29 19:23:48.853575,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,6.19,75456.24,75507.84,29,70,30,71,1,3806.38,4293.26,-0.06,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.1,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:23:58.867532,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,6.02,75432.04,75507.84,28,79,21,72,-7,2042.2400000000005,4210.89,-0.347,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.2,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:24:08.879327,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,5.85,75478.01,75507.84,38,77,23,62,-15,3308.7900000000004,400.0000000000007,0.784,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.2,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:24:18.892484,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,5.69,75483.23,75507.84,42,57,43,58,1,3453.9100000000003,4081.08,-0.083,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.2,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:24:28.902210,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,5.52,75488.02,75507.84,43,57,43,57,0,3698.29,4193.98,-0.063,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:24:38.953914,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,5.35,75495.73,75507.84,47,57,43,53,-4,3650.6000000000004,2527.8500000000013,0.182,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:24:49.010610,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,5.18,75520.01,75507.84,56,43,57,44,1,6407.91,3244.48,0.328,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:24:59.023394,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,5.02,75530.79,75507.84,63,39,61,37,-2,4843.0,4021.55,0.093,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:25:09.036555,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,4.85,75526.35,75507.84,64,39,61,36,-3,3233.7000000000003,2817.900000000001,0.069,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:25:19.046985,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,4.68,75517.99,75507.84,59,40,60,41,1,5800.53,3327.9599999999996,0.271,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.1,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:25:29.059819,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,4.52,75519.12,75507.84,61,39,61,39,0,4619.89,3225.97,0.178,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.1,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:25:39.070742,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,4.35,75515.35,75507.84,61,43,57,39,-4,45.00000000000077,3082.2700000000004,-0.971,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.2,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:25:49.156366,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,4.18,75515.96,75507.84,61,44,56,39,-5,555.7500000000008,3373.0699999999993,-0.717,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:25:59.167509,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,4.01,75494.54,75507.84,56,54,46,44,-10,2297.7,1808.4099999999999,0.119,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:26:09.179047,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,3.85,75487.99,75507.84,56,56,44,44,-12,2925.49,3264.74,-0.055,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:26:19.191991,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,3.68,75484.95,75507.84,56,61,39,44,-17,60.690000000000225,3197.9,-0.963,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.1,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:26:29.203240,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,3.51,75477.19,75507.84,56,64,36,44,-20,10.690000000000454,3264.3199999999997,-0.993,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:26:39.218027,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,3.35,75484.96,75507.84,56,59,41,44,-15,25.690000000000225,3071.6499999999996,-0.983,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:26:49.228587,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,3.18,75494.54,75507.84,56,60,40,44,-16,965.85,7.034373084024992e-13,1.0,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.1,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:26:59.240134,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,3.01,75497.54,75507.84,46,54,46,54,0,3175.400000000001,2795.5600000000004,0.064,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.1,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:27:09.280375,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,2.85,75516.86,75507.84,62,54,46,38,-16,1441.4699999999998,21.780000000000424,0.97,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.2,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:27:19.293144,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,2.68,75505.73,75507.84,58,54,46,42,-12,5.659916979539048e-13,111.20000000000044,-1.0,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:27:29.310119,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,2.51,75499.79,75507.84,48,53,47,52,-1,2849.9400000000005,1853.5600000000002,0.212,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:27:39.325127,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,2.34,75499.89,75507.84,50,53,47,50,-3,2738.0000000000005,1091.9700000000003,0.43,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:27:49.340100,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,2.18,75509.36,75507.84,60,53,47,40,-13,1665.2099999999996,460.0000000000003,0.567,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:27:59.355022,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,2.01,75509.99,75507.84,64,38,62,36,-2,2511.3100000000004,713.6900000000005,0.557,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:28:09.459442,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,1.84,75522.8,75507.84,76,38,62,24,-14,2064.72,4.938272013532696e-13,1.0,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.1,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:28:19.516834,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,1.67,75517.54,75507.84,74,38,62,26,-12,2018.9400000000003,4.938272013532696e-13,1.0,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.2,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:28:29.554519,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,1.51,75510.49,75507.84,70,35,65,30,-5,1331.32,2197.4900000000002,-0.245,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:28:39.572149,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,1.34,75518.01,75507.84,79,32,68,21,-11,594.0000000000005,201.70000000000005,0.493,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:28:47.339407,BALANCE_SYNC,LIVE,,,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,4.99,0,,0.0,0.0,0.0,0,0.0,0,0.5,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalshi confirmed balance: $4.99
2026-04-29 19:28:49.689663,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,1.17,75515.01,75507.84,79,32,68,21,-11,649.0000000000005,791.1600000000003,-0.099,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:28:59.737224,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,1.0,75515.01,75507.84,83,26,74,17,-9,253.0,448.7100000000004,-0.279,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:29:09.753996,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,0.84,75497.74,75507.84,77,54,46,23,-31,510.81999999999994,524.1899999999999,-0.013,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.1,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:29:19.766251,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,0.67,75494.54,75507.84,77,65,35,23,-42,475.0,762.15,-0.232,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.2,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:29:29.785285,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,0.5,75501.73,75507.84,61,66,34,39,-27,950.0000000000001,69.4300000000001,0.864,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.2,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:29:39.802496,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,0.34,75502.83,75507.84,73,66,34,27,-39,162.72000000000017,32.60000000000011,0.666,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:29:49.820219,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,0.17,75500.26,75507.84,96,66,34,4,-62,95.89000000000003,32.60000000000011,0.493,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.0,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:29:59.917997,HRTBT,LIVE,KXBTC15M-26APR291530-30,,0,0,0.0,75496.99,75507.84,99,11,89,1,-10,12844.670000000006,448.72,0.932,4.99,0,,0.0,0.0,0.0,0.0,999.0,0,0.2,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-04-29 19:30:33.544433,ML_INFERENCE,LIVE,KXBTC15M-26APR291545-45,,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,4.99,0,1,0.5288,0.5288,0.5,1777491033.544393,0.0,0,4.4,1,,,,,0,0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP | conf=0.5288 | proba_up=0.5288 | tau=0.500 | window=14.5m left | atr=43.85 | BTC=75433.93
2026-04-29 19:30:37.009997,ORDER_RESTING,LIVE,KXBTC15M-26APR291545-45,yes,34,1,14.55,75450.89,75508.27,34,65,35,66,1,1647.0,209.0,0.775,4.99,0,1,0.5288,0.5288,0.0,1777491033.544393,0.0,0,0.0,1,,,f4d093048a537b0ae76249d19971703e,resting,0,0,0.0,0.0,25,34,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAKER: YES @ 34¢ x1 | conf=0.5288 | trail=25¢
2026-04-29 19:30:38.012093,ORDER_UNFILLED,LIVE,KXBTC15M-26APR291545-45,,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,4.99,0,,0.0,0.0,0.0,0,0.0,0,0.0,1,,,f4d093048a537b0ae76249d19971703e,blank_order_id_never_placed,0,0,0.0,0.0,25,34,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blank order_id — order never confirmed; clearing
