symbol,n_samples,coverage,n_executed,direction_accuracy,avg_profit_bps,win_rate,avg_confidence
BTC_USDT,3304,0.27027845036319614,893,0.5397536394176932,0.04714332712227733,0.5397536394176932,0.64661753
